k0,da_rmse,bg_rmse,delta_da_minus_bg,train_da,train_bg,da_degradation,dx_l2,beats_bg
1500,0.643100861120606,0.5248297645850797,0.11827109653552637,0.39130299733079194,0.7144582370588907,1.6434856505250692,1.5264981280991965,False
2100,0.2313318345531227,0.2113153566705791,0.0200164778825436,0.17230675001254472,0.32099114771611437,1.3425581675487506,0.7032056580496311,False
2700,0.4580141318040344,0.4625871594766903,-0.004573027672655938,0.13090843258511617,0.1740325431796832,3.4987366570616856,0.32567343218988953,True
3300,1.100667460953959,1.139159179941582,-0.038491718987622825,0.3316254046543966,0.5888284652144707,3.3190082710973834,1.270822806039824,True
