k0,bg_rmse,da_rmse,rmse_delta,skill_improved,gate_pass,physics_worse,state_large,lead_diag_da,win_diag_da,resid_da
1500,0.5248024488179945,0.6430588425657086,0.11825639374771402,False,False,False,False,0.0,0.0,0.0
2100,0.21130950382522312,0.23131070507287801,0.020001201247654893,False,False,False,False,0.0,0.0,0.0
2700,0.46388105109332495,0.4592527719244114,-0.004628279168913563,True,True,False,False,0.0,0.03333333333333333,0.0
3300,1.2196131022915884,1.1821703020861012,-0.03744280020548718,True,True,False,False,0.03333333333333333,0.0,1.734723475976807e-18
